id,hotel_id,date,national_id,negative_review,positive_review,score,trip_type,guests_composition_id,room_type_id,vacation_length
219,3,7/19/2017,13, Nothing really , We stayed at the hotel at a friend s recommendation It has great access to public transport and plenty of shops and places to eat close by Laundrette around the corner is also a bonus for long term travellers who need to freshen things up having access to the back garden was an added bonus for lovely summer evenings Would definitely stay there again ,9.6, Leisure trip,2,4,2
220,3,07/06/2017,13, The room for three people was on the small side , There was a beautiful garden at the back of the property where guests could relax in the sunshine read order a drink etc A great location very close to Earls Court restaurants and tube Good breakfast ,9.6, Leisure trip,4,5,4
221,3,5/26/2017,13,No Negative, We stay at this hotel each time we are in London in a nice quiet street just a short walk to Earls Court underground station the staff are always friendly rooms are always cleaned properly it s just a nice place to return to after a long day in London Great buffet breakfast,10, Leisure trip,2,4,3
222,3,9/29/2016,13, Don t believe there was anything we didn t like My personal choice for marmalade at breakfast wasn t available but I was able to find something else amongst the spread choices to satisfy my palate so this isn t a complaint , The hotel is incredibly handy to Earl s Court Station We loved using the garden at the rear of the hotel plus its quiet location such a bonus for enjoying a quiet G T at the end of each hectic day in London We ate breakfast daily throughout our stay in the hotel s restaurant and the freshness food quality and choices were excellent Being exhausted one night we ate dinner also in the restaurant where we chose from a limited but ample menu Must mention that we had initial fears of noise from the elevator adjacent to which our room was located There was no need to worry as we never heard a sound from it amazing We ll be using this hotel again as it suited us so well ,10, Leisure trip,2,3,3
223,3,8/16/2016,13, Air conditioning didn t cope with the really hot weather but luckily had big windows we could open to cool the room down at night , We had a fantastic stay at the K K George Very easy access to Earls Court tube which goes straight to Heathrow as well as being a great start to explore London easily Quiet street just behind the main shops and a lovely garden to have an evening drink in Room was very comfortable and well serviced Breakfast had lots of choice Really a lovely base for a holiday in London ,10, Leisure trip,5,5,4
224,3,4/26/2016,13, The restaurant changed as we were about to leave and the new menu didn t look very appealing, The room was spacious and very clean and the location meant it was incredibly easy for us to get about on the underground ,9.6, Leisure trip,4,3,5
225,3,6/24/2017,13, room could have been a little larger, clean good staff everything worked,9.2, Leisure trip,2,4,8
226,3,1/17/2017,13, nothing, good meals reasonable priced,10, Leisure trip,2,3,4
227,3,11/30/2016,13, The breakfast is no longer exceptional It used to be a drawcard but is now quite ordinary ,No Positive,5.8, Business trip,1,4,1
228,3,9/24/2016,13,No Negative, THE BEDS WERE VERY COMFORTABLE GREAT STAY,10, Leisure trip,4,5,4
229,3,5/17/2016,13,No Negative, The breakfast was excellent a lot of variety Location was fantastic ,9.2, Leisure trip,2,1,6
230,3,4/22/2016,13, Room tiny Bed pillows uncomfortable , Location Full breakfast was excellent Quiet location ,7.5, Leisure trip,2,4,4
231,3,9/20/2015,13, Small rooms , Excellent location near to Earl s Court tube station Great breakfasts ,7.9, Leisure trip,2,3,4
232,3,3/13/2017,14, the breakfast sucks in every aspect variety quality and service poor poor poor,No Positive,7.5, Business trip,1,3,3
233,3,12/12/2016,14, Rather noisy at night once party inhouse once external factors , Overall well managed hotel in excellent location with London weekend,7.5, Leisure trip,3,5,4
234,3,03/05/2016,21, Nothing at all, Everything Great location underground around the corner We had a room on the street side and it was very quiet Fantastic breakfast friendly staff beautiful room ,10, Leisure trip,4,3,2
235,3,02/01/2016,21, nothing, Very close to underground Very close to shops and restaurants Quiet location Very nice modern hotel even with a garden Breakfast was very good,10, Leisure trip,5,5,3
236,3,11/07/2015,21, Nothing , The hotel is situated in a quiet neighbourhood and is close to the underground station of Earls Court Very friendly staff Delicious breakfast ,10, Leisure trip,5,5,3
237,3,2/13/2017,21, Much noise in the room was difficult to sleep ,No Positive,6.7, Leisure trip,2,4,3
238,3,1/14/2016,21, a bigger room would have been nicer , everything,9.6, Business trip,1,4,1
239,3,6/23/2017,36, Squeaky floors Difficult to go to the bathroom at night without waking my husband Also 4th floor our window didn t open to the outside , Clean comfy beds Beautiful gardens Excellent helpful staff ,7.1, Leisure trip,2,1,3
240,3,3/27/2017,36, The rooms are very small we had trouble fitting 2 suitcases in The price is fairly high even by London s standards and breakfast was extra , The location is excellent direct route from the airport at Heathrow The hotel is clean and modern and has basic amenities breakfast room bar The street is quiet A good hotel if travelling on business ,7.1, Leisure trip,2,4,1
241,3,02/10/2017,36, We choose to personally take our laundry to be cleaned as it was 1 10 th of the cost of what the hotel was going to charge this was very excessive The room was very warm but we managed by keeping the windows and drapes open , Staff was very friendly and helpful The location was great The room was very quiet ,10, Leisure trip,2,3,4
242,3,1/18/2017,36,No Negative, I especially liked my room s well operating walk in non slip shower and bathroom an amenity not always found in other London hotels I also liked the comfortable bed the size of room the good elevators lifts and the proximity to Earl s Court Tube buses cafes shops and ATMs ,10, Leisure trip,1,3,7
243,3,06/10/2016,36, They weren t inexpensive , The room was clean the buffet offered plenty of variety and the staff couldn t have been better Leann in particular stood out but everyone was eager to please knowledgeable and responsive,9.2, Leisure trip,2,3,6
244,3,04/09/2016,36, Wifi is hit and miss not a huge deal but it isn t great , This is an excellent hotel Location is amazing just minutes from Earl s Court tube station but so quiet you can t believe you are in the centre of the City We could easily walk to Kensington High Street Hyde Park Natural History Museum etc Excellent shower phenomenal water pressure Room was clean Bed was very comfortable Staff excellent very friendly and able to provide lots of recommendations for sights and restaurants Breakfast was very good The hotel restaurant is good too a good alternative if you are back late from a tour or too tired to go out We will be back ,10, Leisure trip,2,4,9
245,3,04/08/2016,36,No Negative, staff are always joyful and helpful we were under booked totally my fault by 1 day and on site manager extended our stay in the same room for another thanks for that and also guiding us to the pick up point for our tour of highclare castle so kind of all of your staff thanks doug pat brugger ,10, Leisure trip,2,4,8
246,3,12/13/2016,39, Housekeeping missed my room one day and although I did not make much of a fuss over it I did not get a convincing explanation I did get an apology though , English breakfast everyday was a welcome bonus Bar is not impressive but well run kudos to Mariusz who looked after me ,9.2, Business trip,1,4,5
247,3,4/17/2016,40, The toilet is slightly small though it contains everything The floor is wooden so you could hear people walking It will be noisy for people with difficulty of falling asleep But for travellers just coming to London this does not count , Unlike the small hotels around this area this one is large and well organized The location is great which is only 3 munites walk from Earl s Court underground station which means it is in a quiet street but also is so easy to get food around The room is comparatively large considering the size of the hotel rooms in London It only takes about 40 munites going from Heathrow airport to the hotel and is very suitable for people with large suitcases and arrive in London not very early I will definitely prefer this hotel next time ,9.6, Business trip,1,3,2
248,3,02/11/2016,40, nothing, most value for money staffs are very friendly and nice location is great actually i booked 3 hotels during this trip i think K K is most valuable absolutely will book again on next trip ,10, Leisure trip,1,4,3
249,3,10/28/2015,40, Nothing It s perfect , Excellent location 2 minutes to Earl s Court underground clean room and new facilities friendly staff a good variety of breakfast to choose from ,9.2, Leisure trip,1,4,2
250,3,7/26/2017,40, The room is relatively small , The Location is very near the Earl s Court Station of Piccadilly tube ,9.2, Leisure trip,3,5,3
251,3,02/12/2016,48, The bathroom was far too small for an executive room The key of my room did not work properly , Very good location nice quiet neighbourhood Friendly staff and good breakfast ,7.1, Business trip,1,1,6
252,3,2/27/2016,51,No Negative, Excellent base for short visits to London V good breakfast charming garden well maintained and equipped if small rooms Tube station 5 mins walk,9.6, Business trip,1,3,1
254,3,01/12/2017,53, , The breakfast the room especially the view of the garden Close to Earl s Court station nice neighborhood ,9.2, Leisure trip,4,3,3
255,3,12/29/2015,53, Replace carpets in hallways and rooms please , Reception staff really professional and friendly ,9.6, Leisure trip,2,4,4
256,3,3/13/2016,58, needs full upgrade to a modern 4 stars, location,6.7, Leisure trip,2,3,5
257,3,03/08/2016,58, hotel needs upgrade, the location,6.3, Business trip,2,4,1
258,3,03/09/2017,67, We needed gluten free breakfast and ordered it beforehand but the serving was not safe The toasts were but nothing else not The table was set up in the way that cross contamination was difficult to avoid Also bacon eggs and potato cakes were cooked in the same oven and served together Potato cakes had gluten including flours They seemed to have no idea what exactly it all means to serve safe gluten free food , We had gluten free breakfast They had separate toaster for gluten free breads But I can not recommend the breakfast or eating there at all for people who need to follow strict gluten free diet Otherwise I can not complain great full wide ranging and diverse breakfast I just could not eat it Still for sure I could stay there for another time and bring my husband for the breakfast Enough for a big man It was great to have opportunity to print out your boarding passes after on line check in before leaving the hotel ,7.9, Leisure trip,4,3,2
260,3,10/24/2015,67, The first room with a king size bed we got had incredibly loud floorboards and no bath we then switched rooms to a twin suite which was much more satisfactory The view many had complimented was rather underwhelming and this from the fifth floor , The place is nice and the breakfast is very good It was nice that you could open the windows to air out the room though in all honesty the room really needed that option,6.3, Leisure trip,2,1,5
261,3,04/04/2016,67, Floorcarpet alittle bit worn dusty, Breakfast location metroconnection to airport and not far from the centre Ok,8.8, Leisure trip,2,1,4
262,3,1/23/2017,68, mistake over payments and noise due to creaky floorbords Also It would ve been nice if we were told beforehand that a 60 euros deposit would be required regarding potential mini bar consumptions When we refused to comply the person in charge told us curtly that our mini bar shall be emptied fothwith , very good location restaurants and supermarkets around and the clineanliness of the hotel ,7.9, Leisure trip,3,5,2
263,3,03/04/2016,68, The bathroom is quite small but did have a tub, the location the tea kettle the cosmetics quality linens Nice neighborhood attractive bar and lobby Fitness looked small but fine staff smiling Try the Blackbird Pub in front of the station to the right,9.2, Leisure trip,2,3,3
264,3,11/24/2015,68, One of the staff at reception in the evening apparently has some issues as he was very rude to my wife The rest of the staff were pleasant and helpful , 2 minutes from Earl s Court tube Hotel has everything you would want in London Good breakfast comfortable room free wifi that works ,8.8, Leisure trip,2,1,5
265,3,03/05/2016,68, no bath, all good comfy bed and sheets etc,8.3, Business trip,1,4,1
266,3,2/25/2016,68,No Negative, the bed the breakfast friendly stuff situation ,9.2, Leisure trip,3,4,1
267,3,11/12/2016,74, The heating was not working in the room for the first two days, Very well kept hotel with a lovely garden Staff particularly friendly and professional A very nice room,9.2, Business trip,1,1,6
268,3,05/06/2016,74, Its a hit and miss with the reception staff Sometimes I got lucky with someone who s friendly and provided excellent customer service but sometimes some of them were too green and not that trained The restaurant got very busy during breakfast time so the staff could get unfriendly , I love the location and working Wi Fi,7.5, Business trip,1,4,2
269,3,3/13/2016,74, things have changed slightly under new management no sparkling wine at breakfast cheese selection reduced no more nesepresso small changes but these were nice touches that are now lacking, have stayed here before very comfortable good showers good breakfast ,9.2, Leisure trip,4,3,4
270,3,12/25/2015,74, in spite of the environmental friendly policy our towels were exchanged on the 2nd day although we had not dropped them on the floor which is an unnecessary waste of resources, very convenient location great breakfast friendly staff lovely atmosphere very comfortable beds,9.6, Leisure trip,2,3,3
271,3,12/15/2015,74, Room was small bathroom very small Breakfast room too small people had to queue every morning Coffee and tea not up to standard Breakfast buffet was good , Location was great lots of nice pubs and restaurants nearby very close to underground easy to get to from heathrow excellent bed ,8.8, Leisure trip,4,5,3
272,3,03/02/2016,74,No Negative, Very polite staff room Service,10, Business trip,1,4,5
273,3,11/15/2015,74,No Negative, Nespresso in the lobby in the morning excellent location good showers very clean room quite large for London standards ,9.6, Business trip,1,4,3
274,3,1/31/2016,77,No Negative, Very comfortable double room excellent breakfast very courteous and helpful staff very close to the Tube many good restaurants in the area walking distance ,10, Business trip,5,3,2
275,3,03/12/2017,77, Nothing to complain about, Excellent as always,10, Leisure trip,2,4,3
276,3,1/26/2016,77,No Negative, Good location nice neighbourhood ,7.9, Business trip,2,3,3
277,3,2/20/2017,82, Breakfast was ok apart from the bacon which was terrible, Good Location Friendly Staff,8.3, Leisure trip,4,3,2
278,3,10/30/2016,86, Cleaning of the hotel is a bit slow room does not get cleaned until 5pm For people who like to take some rest in the hotel during the day seems to be inconvenient , Very convenient location to transfer and restaurants and even the rooms are on ground floor it is on a quiet street and we are able to a good night rest ,7.5, Leisure trip,4,5,3
279,3,05/01/2016,86, Occasional quirky sound from the floor next door or 1 floor above quite disturbing Expensive , Good location in Earls court quiet and comfortable ,8.3, Business trip,1,1,4
280,3,08/07/2016,86, room d cor very small room and toilets , very close to underground convenient location,5.8, Leisure trip,3,4,4
281,3,11/16/2016,88, The air condition did not work for cooling down the room we were told to shut it off and open the windows which brought all sounds from streets in from police etc Our room on the 5th floor was small and the bathroom was very small about 3 m2 , Comfortable beds quality breakfast nice and helpful staff short walk to the tube,6.3, Leisure trip,3,3,3
282,3,3/31/2017,89,No Negative, Room as advertised excellent location a 2 minute walk to buses and the tube Friendly and helpful front desk staff Would love to stay here on our next London trip too ,10, Leisure trip,2,4,4
283,3,08/03/2017,93, Really nothing negative to say about this hotel, Very comfortable beds smart bathroom good shower Lovely facilities garden an absolute delight friendly staff quiet location,9.6, Leisure trip,4,3,3
285,3,6/28/2016,93, Room was a little on the small side but that is to be expected in central London Shower temp was very dodgy but not a major issue either , Lovely hotel great location for Earls Court Tube extremely comfortable beds which is very important after a day of London sightseeing and very quiet We had a great sleep both nights ,10, Leisure trip,4,5,2
286,3,05/01/2016,93,No Negative, The room was compact but bright and nicely decorated Staff very friendly and helpful Peaceful street but very close to Earl s Court tube Would stay there again,10, Leisure trip,2,4,1
287,3,2/24/2016,93,No Negative, Fine hotel very clean great breakfast and nice bar Staff very helpful Access to PC and printer proper access even from iPhone Very close to tube station Highly recommended ,10, Leisure trip,2,3,3
289,3,02/08/2016,93, Unfortunately there was a constant tapping noise in the room coming from within the bathroom The hairdryer did not work and only found out the morning I was checking out and didn t have time to do anything about it , I stayed for one night and the hotel is beautiful in a great location Staff were very nice ,9.2, Business trip,1,4,1
290,3,12/22/2015,93, On my previous visit I had booked a car parking space which was key to my decision to staying at this hotel When I arrived there was a denial that I had made a booking This was resolved eventually but the receptionist to whom I had made the booking came up with some waffle that the hotel had not received the booking until the 16th Dec 2 days after my original stay However my booking had been made with booking com on the 6th Dec so one way or another someone cocked up but I was blamed for the failure in their communication Poor show , On this occasion the room was larger than on my recent stay which made things more comfortable however the bathroom was tiny The d cor was OK perhaps functional is an apt description There was minimal noise from the street which is a blessing in such a highly populated area and the location adjacent to Earls Court station was ideal ,8.3, Leisure trip,2,1,2
291,3,2/13/2017,93, NOOTHING TV IN BAR IS GOOD IDEA, SUPER SPOT GOINF BACK IN APRIL WITH THE FAMILT,10, Leisure trip,1,3,1
292,3,08/01/2016,93, Bathroom very small , Location of hotel was excellent nice quiet street yet very close to undergound statation,8.8, Leisure trip,5,5,3
293,3,3/15/2016,93, triple room very poor for 3 adults,No Positive,7.5, Leisure trip,4,3,2
294,3,2/26/2016,93, The room was too small, Bed very comfy,8.3, Leisure trip,2,4,2
295,3,02/11/2016,93, staff could be more friendly,No Positive,7.1, Leisure trip,4,5,1
296,3,1/25/2017,95,No Negative, Excellent location near major railway lines Easy to get from the airport Friendly and helpful staff A homely atmosphere and personal attention Highly recommended ,10, Leisure trip,4,3,5
297,3,2/21/2016,95,No Negative, Often the reality is different from the website but in the case of Hotel George the photos really did portray reality I could not have been happier with every aspect of the hotel I chose this hotel because the average review was amazing This was spot on It s not a luxury hotel but it is a very stylish comfortable hotel that offered interesting little corners like the bar downstairs loved sitting in there before dinner Just a great welcoming stylish elegant hotel where everything just worked Who could want for more ,10, Business trip,1,4,3
298,3,02/07/2016,95, The hotel is nice but the facilities are poor the bed felt like IKEA The gym was a joke the hotel bar didn t know how to make simple cocktails, The hotel is clean in good location the breakfast wasn t bad,7.1, Business trip,2,3,4
299,3,1/26/2016,95, a bit petty but important extra socket near the bed for charging the phone computer there was only one for the night light , very nice staff at the front desk ,9.2, Leisure trip,1,4,5
300,3,8/25/2016,95,No Negative, The Service and staff made our stay worthwhile ,10, Leisure trip,2,5,8
301,3,2/20/2016,95, No WiFi in the room , Very clean Very good breakfast Very close to Earls Court station,9.6, Leisure trip,4,5,4
302,3,12/18/2015,95,No Negative, the hotel is in a quiet neighborhood very close to the earl s court tube station great breakfast very nice staff clean and comfotable,10, Leisure trip,5,3,5
303,3,06/01/2016,96,No Negative, Conveniently placed near tube and bus stations and earl s court high street Very quiet since it s in a back lane Nice view from the fifth floor ,9.2, Leisure trip,2,3,3
304,3,4/18/2016,96, There was nothing in the mini fridge It was empty I would have liked to have had the option of drinking eating something later in the evening before going to bed without having to call room service , The bed was definitely extra comfy slept like a baby The staff was friendly and helpful The printing center was also very convenient ,8.8, Business trip,1,1,1
305,3,7/20/2017,96,No Negative, cozy room clean excellent location,9.6, Business trip,1,4,1
306,3,05/11/2017,96, I got a room in the lower ground floor and it was cold,No Positive,5.8, Business trip,1,4,1
308,3,8/24/2016,96, an espresso coffee machine in the room is missing, The breakfast and the garden are superior,8.8, Leisure trip,4,3,5
309,3,10/11/2015,96, the matress is not very comfortable and the bathroom is small even I had a king executive room, position of the hotel wifi and breakfast,8.3, Business trip,1,1,3
310,3,7/14/2016,99, Nothing, We could use a computer whenever we want to use ,10, Leisure trip,4,5,5
311,3,3/17/2016,99,No Negative, Everything about this hotel was excellent Room was clean bed was comfortable staff was kind and breakfast was gorgeous ,10, Business trip,4,3,7
312,3,1/23/2017,109,No Negative, Very good value for money ,9.6, Leisure trip,3,3,2
313,3,9/18/2016,110, It took them 3 days to charge our card minutes before the client arrived inconvenient and stressful to deal with i had to repeat the story to 3 different staff poor english from staff we cant book for our employees there again,No Positive,4.2, Business trip,1,4,5
314,3,02/06/2016,137,No Negative, Fine bed Well equipped bathroom Lovely staff Great service ,9.2, Business trip,1,3,2
315,3,3/28/2016,139, My room on the fourth floor had only narrow windows at the top of the wall and those were partly blocked by the roof decorations so the room had a boxy closed in feeling , I arrived early in the morning after a long trip from Africa I was able to take a shower and change clothes in the wellness centre which made the day fo me Perfect for 2 nights in transit between a long journey from Africa and a really long journey to NZ Quiet yet less than 5 minute walk to Piccadilly line at Earl s Court even dragging heavy suitcase ,8.3, Leisure trip,1,4,2
316,3,4/27/2016,141, Let me think about it Nothing really , Perfect location in South West London Very serene and close to the tube station about 250 meters Many restaurants around and nice walk to Hyde Park Very clean and decent place ,9.2, Business trip,1,4,1
317,3,2/17/2016,141, Very small room, Very clean and easily accessible to the Earls Court Tube Station,7.9, Business trip,1,4,4
318,3,1/23/2017,142, The only thing I can think of is that i would have preferred not to have a wall to wall carpet in the room but it seemed clean so it was no big deal , Superfriendly staff comfortable beds safe in the closet and the housekeeping was superb they even made the bed extra nice for my daughter by tucking in her Teddybears 3 Clean bathroom nice shower and the room was nice and quiet for my daughter to sleep in the evening Unfortunately it was winter so we did not get the opportunity to spend time in the garden but it made a nice view from the window in our room and at the breakfast table The underground is only a 2 minute walk so getting around was very easy I am overall very satisfied with my stay at this hotel and would recommend it ,9.6, Leisure trip,3,4,3
319,3,9/29/2016,142, Breakfast is good but has some potential for improvements Long periods without eggs etc Very limited selection of vegetables and salad Would probably expect better breakfast from a 4 star place , Very good location in a quiet street with no bars or noisy passer bys Only a short walk to nearest subway Nice and clean hotel but with relatively small rooms Good service but could benefit from a bit more warmth from he staff Nice breakfast restaurant Will come back again ,7.9, Leisure trip,2,3,2
320,3,04/12/2016,142, We ordered a room for 3 adults The room was a 2 person room with a horribel extra bed Not made for adults and caused painful nights ,No Positive,5.8, Leisure trip,5,5,2
321,3,07/03/2016,143, toilet is very small, amazing staff good food facility wifi near the underground restaurants are nearby,10, Leisure trip,4,3,2
322,3,02/09/2016,151,No Negative, Quiet location nice staff especially Jose and Svietlana good breakfast what more A little bit small bathroom not a big problem for me,8.8, Leisure trip,4,3,5
323,3,2/16/2017,151, The room was tiny and for that reason we would not stay again ,No Positive,5.4, Business trip,2,4,5
324,3,8/13/2016,154, Bed sheets pillows and carpet could be cleaner bugs , Location Close to some shops and restaurants only 3 minutes walk Underground 4 minutes walk Polite and assistive staff Room space is good,7.1, Leisure trip,5,3,4
325,3,03/01/2016,156, Double glazing windows would have kept cold and noise outside But then this is a London old hotel , Very helpful staff great choice of food at breakfast clean and recently refurbished close to underground station ,8.3, Leisure trip,5,3,2
326,3,7/27/2016,157, Housekeeping staff were rude shower had water pressure and temperature problems and the hotel has double charged me and has yet to solve the issue , Great food very nice bar staff,4.2, Leisure trip,3,5,3
327,3,02/06/2017,157, Got settled on the UNDERground floor without any preliminary notice ,No Positive,5.4, Business trip,1,4,3
328,3,03/08/2017,165, breakfast the same everyday not much options but good and clean fitness center has one machine and they call fitness center small rooms , friendly stuff clean location,8.3, Leisure trip,1,4,5
329,3,12/30/2015,170,No Negative, Excellent location close to the famous spots but quieter than living right around them ,9.2, Leisure trip,1,4,2
330,3,3/13/2016,171, lack of ironing boards once i asked for one, very good location and great staff,9.6, Business trip,1,4,1
331,3,12/18/2015,171, wifi is as always in london bit of pain due to lower and unstable bitrate, excellent staff and great welcome to the hotel after checkin,10, Business trip,1,1,2
332,3,04/10/2016,174, The rooms were extremely small I don t think the breakfast was good value for money, Loved the location so easy to access the subway and coffee shops and restuarants,6.7, Leisure trip,5,3,1
333,3,1/18/2016,174, toilet to small a bit cramped to put your cosmetic bag no space, everything except toilet,9.2, Leisure trip,1,3,3
334,3,03/03/2016,177, The only bad thing I can tell about teh hotel is that the room was just a little bit small Not much space to move , Very helpful staff All premises were kept really clean A very good breakfast and you can eat all you can The garden at the bakc of the building really nice if the weather is good ,10, Leisure trip,2,4,3
335,3,8/20/2016,177,No Negative, the garden,8.8, Leisure trip,2,4,1
336,3,06/05/2017,183, The hotel only support to call their contracted taxi which is expensive and unsafe when we paid by credit card they have no cashier mashine in the car instead they called the back office we had to tell them our credit card no expire month and the security no through the mobile phone this is very riskful for us The hotel should improve their taxi service raise the safety requirement to their contracted taxi company , Very comfortable bed with two kind of pillows one higher and one lower that suit different need in our family The hotel has a inside garden beautiful English style where you feel relax with a glass of beer It s very close to the Earl s court station but still loated on a quite street you can keep the window open while you sleep during the night We like this hotel ,9.2, Leisure trip,3,1,1
338,3,7/17/2016,183, The bathroom is on the smaller side , Excellent location on a quiet street just around the corner from Earl s Court tube station Easy acess from Heathrow Airport 35 minutes by underground A garden at the back adds great value on a summer s day ,9.6, Leisure trip,4,5,3
339,3,3/24/2016,183, the bathrooms ar very small BUT everything you need is there They were also spotless, great location very clean GREAT breakfasts nice big towels that were changed every day comfortable beds internet worked well Also a plus that the guests have access to a computer internet with a printer in the lobby ,8.3, Leisure trip,2,1,5
340,3,3/24/2016,183, Serving of coffee for breakfast had logistics problems Please give people a tip that they can ask for a pot to be filled with coffee to be able to serve themselves at acceptable frequencies Now for every cup we were dependent on staff not always available and not always 100 coffee focussed noticing our lack of java and distributing one cup at a time , Good spacious enough room and bathroom Excellent location near Earl s Court underground station Very nice breakfast buffet Very good internet facilities with printer access even Very nice garden with seating facilities ,9.6, Leisure trip,4,5,4
341,3,11/10/2015,183, The beds Quite small room We asked if there were complimentary coffee somewhere but were not informed that we had it in the room It was hidden in the cupboard , The location the view from room 221 Nice breakfast room with excellent breakfast and a nice view to the garden Coffee and tea in room ,7.9, Leisure trip,4,3,3
342,3,11/04/2016,183, Standard double rooms quite small but standard was high ,No Positive,7.9, Leisure trip,3,4,4
343,3,6/27/2016,183, The beds were slightly hard , Excellent location Good facilities ,9.2, Leisure trip,5,5,1
344,3,04/02/2016,183, Nothing, The location near subway and busses Picadilly line to Heatrow just a block away Your breakfest is always superb ,9.6, Leisure trip,3,5,3
345,3,01/09/2017,184, The mattress wasn t comfortable and the pillows were way too soft I had a neck ache the next morning The room was super tiny We stayed at the Hilton Bankside and the room was so spacious in comparison , The location was just 3 4 minutes from Earl s Court Paul s was also opposite the Underground station making it very convenient to pop by for breakfast excellent Espresso Cappucino and freshly baked pastries by the way before heading off for sightseeing ,6.7, Leisure trip,2,4,3
346,3,10/26/2016,184, Very small room dated interior The cleaning could improve My room floor had an angle from one side of the wall towards the bed The bed was loosing boards underneath it , The staff was helpful and friendly The lobby bar and breakfast areas are pleasant It is conveniently located close to the center without being in a noisy road Very close proximity to fast food chains supermarket and the metro ,7.1, Business trip,2,4,2
347,3,8/28/2016,184, The official price is a bit high unless you can take advantage of a good offer like I did , Location is very useful for Heathrow as taking the tube is safer than taxi if you don t want to miss your flight The place is very clean room size is fine and staff is very good ,8.8, Business trip,1,4,1
348,3,11/24/2015,184, We had no ventilation in bathroom, The location is superb close to Central and all shopping areas as well as restaurants Our room was good size very comfy Excellent breakfast with big variety vegetarian and vegan options and bubbly ,8.3, Leisure trip,4,5,2
349,3,11/03/2016,186, The room facing the street sometimes there s some noise from people chat but it became silence after midnight , The staff are friendly and kindly to help Our room is not in the basement and it s clean especially the bathroom which we care most Briefly it s a good hotel in this price we ll choose to stay again next time ,9.2, Leisure trip,4,5,3
350,3,2/21/2017,186,No Negative, wonderful,10, Leisure trip,3,5,7
351,3,01/03/2016,193, The standard room was really too small so they offered to upgrade us to a bigger room We really appreciated that because we were going to spend 6 days in that hotel But even the bigger room is not that big however we realized that this is the case in nearly all London hotels The room did not have central heating It was December and for people like us who are accustomed to warmer climate the room was really cold When we told about it they supplied an electric radiator for us which heated the room but the bathroom was still very cold As in all London central hotels this hotel is also not value for money If it were say in Munich or Milan it definitely would be half this price , Its central location its proximity to metro station 3 min walk to Earl s Court Underground Station free internet delicious and varied food for breakfast and most importantly the really friendly and helpful staff members were the plus sides,7.1, Leisure trip,2,4,6
352,3,12/27/2015,193,No Negative, Great location clean rooms and helpful staffs but tiny rooms like all hotels in London ,8.8, Leisure trip,5,4,2
353,3,12/08/2016,199, bathroom is really small, great location near the underground 5 breakfast room size consider good when compared to London hotels super fast Wifi,9.6, Business trip,2,4,4
354,3,08/03/2016,199, WiFi was a bit slow , Location was excellent as it was very close to Earls Court station and to the main High street Staff were friendly and breakfast was really good We were given the executive room which has direct access to the beautiful garden My whole family loved this hotel and for sure will book it again when I travel to London ,9.6, Leisure trip,5,5,7
355,3,1/18/2016,199, Small rooms , Perfect Location Great value Very comfortable beds We arrived very early and they allowed us to use the fitness center to shower freshen up which we thought was great Nice lobby Right next to Earls Court Tube stop so plenty of travel links Tube train bus etc plenty of shops and restaurants in the area ,9.6, Leisure trip,4,4,2
356,3,4/26/2017,199, breakfast limited selections for the buffet, friendly stuff,8.3, Leisure trip,3,3,3
357,3,6/25/2017,200, The room was a lot smaller than advertised I requested a room on the top floor was originally put on the 2nd floor They changed me to a room on the top floor only to find out at 1am that the room had previous electrical issues that they knew about which hadn t been resolved and caused a loud knocking noise Once reported to the front desk I was asked to move rooms at 1am No assistance was offered Second room was slightly larger than the first but not by much I thought the breakfast was a good quality but pretty overpriced Beds were rather stiff but not entirely uncomfortable I didn t find the staff very friendly They weren t mean they just didn t seem very keen on being pleasant bad day maybe The gym is not worth calling a gym Has some meager cardio equipment no real ventilation no tv , Great location it s easy to find and incredibly close to the Earl s Court Underground station Clean Quiet Breakfast was a good quality and selection Nice pillows Lovely large windows in the rooms with beautiful billowing curtains Newly remodeled marble slate bathroom Mini fridge in room Desk had a mirror so it doubled as a great place to do hair and make up Beautiful garden area I didn t get to spend much time out back but it s worth buying a glass of wine and hanging out with some friends in that area ,7.1, Leisure trip,1,4,2
358,3,3/31/2017,200, choice of food in bar wasn t too good but there are lots of great places to eat nearby so there was no problem , quiet comfy room Very helpful staff Excellent location just off the Earls Court tube and lots of excellent places to eat close by ,10, Business trip,1,4,1
359,3,3/31/2017,200, The fact the windows don t open and the room was hot and stuffy and the bed was hard it was necessary to switch heating off put aircon on maximum and then of course it was noisy and even so there was no fresh air which is essential, Closeness to Piccadilly Line and general ambience of the hotel,8.3, Business trip,1,4,1
360,3,03/11/2017,200, Air con seemed to be set on winter warmer but easily resolved switched it off and opened window simples , The location was excellent 2 mins from tube and walkable to several locations Kensington Palace Albert Hall Knightsbridge etc if you re reasonably mobile We received a complimentary upgrade on the room Bed was lovely and comfortable Hotel was lovely Staff friendly and attentive As is just off main road nice and quiet Can t review facilities as we spent all day and night out in the city but what we saw and read it had all you need I always judge things on whether you d return and in this case yes I would You ll probably be able to get cheaper elsewhere but when you walk in you will realise why Lovely hotel for a special occasion ,9.6, Leisure trip,2,4,3
